D7HKXA7A,2018,5,15,0
D7HKXA7A,2017,10,8,0
D7HKXA7A,2018,12,6,0
D7HKXA7A,2017,6,3,0
D7HKXA7A,2018,4,6,0
D7HKXA7A,2017,1,14,0
D7HKXA7A,2017,9,10,0
D7HKXA7A,2018,10,15,0
D7HKXA7A,2017,5,8,0
D7HKXA7A,2018,8,4,0
K0F90INC,2018,12,3,0
K0F90INC,2017,5,19,0
K0F90INC,2018,3,5,0
K0F90INC,2017,9,5,0
K0F90INC,2018,9,9,0
K0F90INC,2017,12,13,0
K0F90INC,2017,6,4,0
K0F90INC,2017,1,12,0
K0F90INC,2018,4,11,0
K0F90INC,2018,5,10,0
K0F90INC,2017,3,7,0
R900Z5T0,2017,8,16,0
EX7Z0O96,2017,12,9,0
RA630MC2,2018,9,13,0
RA630MC2,2018,10,4,0
A1Z0OX83,2018,9,7,0
K0F90INC,2017,11,6,0
K0F90INC,2018,10,9,0
K0F90INC,2017,2,10,0
KW2DHUI5,2018,9,10,0
KW2DHUI5,2018,10,6,0
KW2DHUI5,2017,5,8,0
KW2DHUI5,2017,11,8,0
P5QS1G7H,2018,3,9,0
KW2DHUI5,2018,11,5,0
KW2DHUI5,2017,2,10,0
KW2DHUI5,2017,6,12,0
TIEJG1VV,2017,10,7,0
KW2DHUI5,2018,7,10,0
IH776VM6,2017,10,2,0
KW2DHUI5,2017,12,11,0
KW2DHUI5,2018,3,7,0
S4U1EIA6,2016,12,7,0
S4U1EIA6,2017,6,12,0
WW59DL02,2017,9,8,0
WW59DL02,2017,1,13,0
WW59DL02,2018,9,4,0
I7S6CY55,2018,1,14,0
EX7Z0O96,2017,10,6,0
RA630MC2,2017,7,12,0
RA630MC2,2018,1,16,0
YMXYQU0P,2017,11,10,0
YMXYQU0P,2018,10,6,0
B7J9330W,2017,5,10,0
SSOZVHVC,2018,9,16,0
CA6A5KC2,2017,7,7,0
P5QS1G7H,2018,9,9,0
CA6A5KC2,2018,9,9,0
S3Y181RS,2018,10,5,0
CA6A5KC2,2017,10,11,0
CA6A5KC2,2018,11,19,0
CA6A5KC2,2017,12,18,0
TIEJG1VV,2017,8,8,0
B7J9330W,2018,11,9,0
C9C91B0D,2017,2,14,0
IH776VM6,2018,9,7,0
GYMA6DT5,2017,4,13,0
S4U1EIA6,2018,8,14,0
GYMA6DT5,2018,2,18,0
GYMA6DT5,2018,4,16,0
GYMA6DT5,2017,8,10,0
GYMA6DT5,2017,3,10,0
CANAR7J0,2017,4,11,0
GYMA6DT5,2017,2,6,0
C9C91B0D,2018,9,18,0
P5QS1G7H,2018,4,8,0
I2EPC281,2018,11,6,0
IH776VM6,2018,3,16,0
I2EPC281,2018,12,8,0
IH776VM6,2018,5,8,0
I2EPC281,2017,8,6,0
KDMK79D5,2018,5,2,0
I2EPC281,2017,4,10,0
HBFWP7QQ,2017,7,4,0
HBFWP7QQ,2018,11,15,0
N1AKJ8P5,2018,10,9,0
HBFWP7QQ,2018,7,14,0
HBFWP7QQ,2017,1,11,0
HBFWP7QQ,2017,10,5,0
M221739X,2018,12,8,0
N1AKJ8P5,2017,10,1,0
HBFWP7QQ,2018,8,10,0
HBFWP7QQ,2017,12,10,0
HBFWP7QQ,2018,12,5,0
HBFWP7QQ,2017,9,11,0
LU11N645,2018,2,20,0
CANAR7J0,2018,2,6,0
LU11N645,2018,6,11,0
LU11N645,2018,5,13,0
LU11N645,2017,1,7,0
LU11N645,2017,8,8,0
LU11N645,2017,7,12,0
LU11N645,2017,2,15,0
LU11N645,2018,11,10,0
I7S6CY55,2018,6,18,0
PZZ1449T,2017,11,23,318.872
D7HKXA7A,2018,7,22,415.533
K0F90INC,2017,10,21,364.499
KW2DHUI5,2017,4,21,359.431
KW2DHUI5,2017,1,34,359.431
GYMA6DT5,2018,5,22,403.007
M221739X,2017,10,3,0
GYMA6DT5,2017,9,23,403.007
HBFWP7QQ,2018,10,28,471.669
HBFWP7QQ,2017,8,23,471.669
LU11N645,2017,12,33,358.22
MP166CKE,2018,11,11,0
G84O86K6,2018,2,7,0
PZZ1449T,2018,6,34,318.872
PZZ1449T,2017,5,21,318.872
Y9J02PVL,2017,7,24,448.699
LU11N645,2018,7,12,0
IH776VM6,2017,4,9,0
LU11N645,2017,9,4,0
LU11N645,2018,10,9,0
TIEJG1VV,2016,12,4,0
RA630MC2,2017,1,12,0
RA630MC2,2018,6,9,0
RA630MC2,2018,2,10,0
MP166CKE,2018,1,7,0
RA630MC2,2017,6,16,0
YK7P7I99,2018,10,14,0
YK7P7I99,2017,6,14,0
YK7P7I99,2018,9,17,0
YK7P7I99,2018,12,7,0
YK7P7I99,2017,9,10,0
YK7P7I99,2018,7,11,0
YK7P7I99,2018,5,9,0
EX7Z0O96,2018,1,7,0
YK7P7I99,2017,8,6,0
A1Z0OX83,2018,3,7,0
YK7P7I99,2018,11,3,0
YK7P7I99,2017,2,15,0
YK7P7I99,2017,3,10,0
A1Z0OX83,2018,10,7,0
YK7P7I99,2017,12,9,0
QCO75924,2017,2,7,0
R900Z5T0,2017,3,7,0
RTH1CKX8,2018,6,19,0
EX7Z0O96,2017,8,5,0
C9C91B0D,2017,1,16,0
EX7Z0O96,2017,6,18,0
S3Y181RS,2016,12,8,0
JCQNP9P0,2018,12,3,0
U588U7NL,2017,3,9,0
JCQNP9P0,2017,6,7,0
JCQNP9P0,2018,7,7,0
JCQNP9P0,2018,1,10,0
JCQNP9P0,2018,3,13,0
JCQNP9P0,2018,9,5,0
U588U7NL,2017,2,16,0
JCQNP9P0,2016,12,11,0
S3Y181RS,2017,3,12,0
JCQNP9P0,2018,4,5,0
JCQNP9P0,2018,2,7,0
B7J9330W,2017,8,18,0
JCQNP9P0,2017,5,5,0
JCQNP9P0,2018,11,5,0
IH776VM6,2017,3,6,0
JCQNP9P0,2017,11,18,0
W29FF1ME,2017,5,8,0
A1Z0OX83,2018,2,4,0
U588U7NL,2017,5,3,0
TIEJG1VV,2017,2,6,0
W29FF1ME,2018,6,16,0
W29FF1ME,2017,9,4,0
W29FF1ME,2017,1,14,0
W29FF1ME,2018,5,12,0
RA630MC2,2017,2,21,525.298
RA630MC2,2017,4,34,525.298
YK7P7I99,2018,6,31,142.561
JCQNP9P0,2017,8,33,690.692
M221739X,2017,3,4,0
G84O86K6,2017,5,5,0
G84O86K6,2018,9,6,0
B7J9330W,2018,8,12,0
W29FF1ME,2018,9,8,0
J76D1KXN,2018,4,9,0
S3Y181RS,2018,7,11,0
W29FF1ME,2018,1,8,0
KDMK79D5,2017,10,6,0
W29FF1ME,2018,8,9,0
P5QS1G7H,2017,3,5,0
RTH1CKX8,2017,4,7,0
C9C91B0D,2017,9,11,0
U987SI42,2017,3,10,0
U987SI42,2018,10,4,0
MP166CKE,2017,11,14,0
U987SI42,2017,6,5,0
U987SI42,2017,10,13,0
U987SI42,2018,9,1,0
U987SI42,2018,3,6,0
U987SI42,2018,8,11,0
U987SI42,2018,5,14,0
U987SI42,2018,6,5,0
U987SI42,2018,12,1,0
EX7Z0O96,2018,2,7,0
N1AKJ8P5,2017,9,8,0
M221739X,2018,7,12,0
A1Z0OX83,2018,11,7,0
A1Z0OX83,2017,4,7,0
IH776VM6,2018,10,11,0
BFU3612O,2017,8,2,0
M221739X,2018,10,20,0
B7J9330W,2017,1,7,0
YMXYQU0P,2017,1,8,0
YMXYQU0P,2018,3,8,0
YMXYQU0P,2017,3,8,0
YMXYQU0P,2017,2,8,0
YMXYQU0P,2018,5,10,0
SSOZVHVC,2017,10,8,0
YMXYQU0P,2018,1,8,0
YMXYQU0P,2017,5,5,0
YMXYQU0P,2018,4,13,0
G84O86K6,2017,7,15,0
JCQNP9P0,2018,8,28,690.692
W29FF1ME,2018,3,34,187.751
CANAR7J0,2017,5,4,0
U987SI42,2017,8,28,214.312
YMXYQU0P,2017,6,23,569.611
YMXYQU0P,2017,9,33,569.611
W3443TE5,2018,10,16,0
W3443TE5,2018,2,8,0
RTH1CKX8,2017,5,9,0
IH776VM6,2018,2,4,0
M221739X,2017,12,7,0
IH776VM6,2018,8,19,0
W3443TE5,2017,10,5,0
W3443TE5,2018,6,5,0
A1Z0OX83,2017,6,10,0
TIEJG1VV,2018,10,16,0
W3443TE5,2018,3,9,0
C9C91B0D,2018,7,13,0
KDMK79D5,2018,1,7,0
W3443TE5,2018,4,12,0
R900Z5T0,2017,1,13,0
W3443TE5,2018,7,4,0
W3443TE5,2017,6,6,0
S4U1EIA6,2018,4,12,0
P5QS1G7H,2017,12,18,0
IH776VM6,2018,12,3,0
BFU3612O,2018,4,4,0
KDMK79D5,2017,12,5,0
LN6U69Z6,2017,9,10,0
LN6U69Z6,2017,11,10,0
LN6U69Z6,2017,5,7,0
LN6U69Z6,2018,5,8,0
LN6U69Z6,2017,3,19,0
LN6U69Z6,2017,2,12,0
LN6U69Z6,2018,9,8,0
J76D1KXN,2017,10,6,0
LN6U69Z6,2018,4,5,0
LN6U69Z6,2018,11,11,0
N1AKJ8P5,2018,1,11,0
LN6U69Z6,2017,8,12,0
LN6U69Z6,2018,12,2,0
LN6U69Z6,2018,1,13,0
RTH1CKX8,2018,2,6,0
S4U1EIA6,2018,6,13,0
N1AKJ8P5,2017,2,9,0
S3Y181RS,2017,6,15,0
J76D1KXN,2018,2,9,0
CANAR7J0,2017,12,10,0
I7S6CY55,2017,12,9,0
MP166CKE,2017,12,9,0
CANAR7J0,2018,11,9,0
W3443TE5,2018,11,32,308.997
W3443TE5,2017,11,27,308.997
LN6U69Z6,2018,6,31,510.932
LN6U69Z6,2017,4,24,510.932
DZYW1HW9,2017,10,7,0
HHJD8ZRD,2018,10,36,726.985
HHJD8ZRD,2018,8,24,726.985
HHJD8ZRD,2017,2,26,726.985
Y9J02PVL,2018,5,30,448.699
Y9J02PVL,2017,10,33,448.699
DZYW1HW9,2017,4,9,0
C9C91B0D,2017,11,4,0
DZYW1HW9,2018,8,9,0
DZYW1HW9,2018,6,9,0
SSOZVHVC,2017,3,8,0
DZYW1HW9,2017,9,6,0
TIEJG1VV,2017,7,3,0
HHJD8ZRD,2018,2,12,0
M221739X,2017,5,14,0
HHJD8ZRD,2017,8,8,0
HHJD8ZRD,2017,9,11,0
R900Z5T0,2017,10,10,0
HHJD8ZRD,2016,12,8,0
HHJD8ZRD,2017,11,9,0
S3Y181RS,2017,12,5,0
RTH1CKX8,2018,7,7,0
HHJD8ZRD,2017,10,8,0
HHJD8ZRD,2017,12,10,0
HHJD8ZRD,2018,9,7,0
S3Y181RS,2017,8,14,0
IH776VM6,2016,12,20,0
CANAR7J0,2017,1,6,0
HHJD8ZRD,2018,6,7,0
EX7Z0O96,2017,11,17,0
HHJD8ZRD,2017,1,7,0
HHJD8ZRD,2018,12,20,0
HHJD8ZRD,2018,3,7,0
S3Y181RS,2017,9,14,0
M221739X,2017,2,8,0
SSOZVHVC,2017,4,14,0
CANAR7J0,2017,10,8,0
CANAR7J0,2017,8,8,0
R900Z5T0,2017,9,6,0
C9C91B0D,2018,12,5,0
SSOZVHVC,2018,8,17,0
PZZ1449T,2017,8,8,0
PZZ1449T,2018,8,6,0
PZZ1449T,2018,7,12,0
EX7Z0O96,2017,2,11,0
DZYW1HW9,2018,1,13,0
TKTO813P,2017,6,22,383.842
TKTO813P,2018,1,21,383.842
Y7GX6X3Y,2018,2,23,289.495
C4M7RYT5,2018,11,29,398.262
ZNE2S15V,2018,10,29,357.349
ZA0EGN20,2018,3,29,305.742
EZKHHV14,2018,8,25,446.44
EZKHHV14,2018,7,29,446.44
P5QS1G7H,2017,7,9,0
PZZ1449T,2018,11,7,0
I7S6CY55,2018,8,14,0
EZKHHV14,2017,8,28,446.44
EZKHHV14,2018,3,21,446.44
B9NX9PQ8,2018,8,21,346.579
ZA0EGN20,2018,10,25,305.742
ZA0EGN20,2017,10,29,305.742
P5QS1G7H,2017,10,5,0
PZZ1449T,2017,10,8,0
PZZ1449T,2018,9,10,0
PZZ1449T,2018,4,10,0
PZZ1449T,2016,12,6,0
CANAR7J0,2017,2,5,0
P5QS1G7H,2018,2,5,0
RTH1CKX8,2018,9,9,0
EX7Z0O96,2018,11,4,0
RTH1CKX8,2017,9,9,0
C9C91B0D,2017,3,15,0
EX7Z0O96,2018,5,12,0
SSOZVHVC,2018,3,8,0
A1Z0OX83,2017,10,5,0
IH776VM6,2018,6,6,0
J76D1KXN,2018,11,6,0
Y9J02PVL,2017,12,6,0
Y9J02PVL,2018,9,5,0
Y9J02PVL,2018,3,13,0
Y9J02PVL,2017,11,6,0
Y9J02PVL,2017,8,10,0
S4U1EIA6,2017,3,12,0
Y9J02PVL,2018,6,8,0
Y9J02PVL,2017,2,11,0
Y9J02PVL,2018,12,13,0
SSOZVHVC,2018,11,16,0
Y9J02PVL,2018,8,4,0
M221739X,2017,6,4,0
Y9J02PVL,2017,1,8,0
Y9J02PVL,2018,2,11,0
G84O86K6,2018,5,11,0
MP166CKE,2018,3,18,0
U588U7NL,2018,2,12,0
RTH1CKX8,2017,12,9,0
MP166CKE,2017,4,5,0
KDMK79D5,2017,2,7,0
RTH1CKX8,2018,3,15,0
M221739X,2018,1,5,0
J76D1KXN,2018,12,3,0
KDMK79D5,2018,7,8,0
KDMK79D5,2018,2,11,0
MP166CKE,2017,6,15,0
P5QS1G7H,2017,5,8,0
CANAR7J0,2017,6,9,0
EZKHHV14,2018,9,8,0
EZKHHV14,2017,3,20,0
EZKHHV14,2017,7,6,0
C9C91B0D,2017,5,10,0
CANAR7J0,2016,12,6,0
EZKHHV14,2018,12,5,0
I7S6CY55,2017,5,7,0
U588U7NL,2017,12,4,0
EZKHHV14,2017,2,11,0
S3Y181RS,2018,5,7,0
EZKHHV14,2016,12,8,0
B9NX9PQ8,2018,2,23,346.579
B9NX9PQ8,2017,3,37,346.579
IU48BR6G,2017,11,17,0
ZA6LC3PQ,2018,8,30,512.308
IU48BR6G,2018,3,12,0
IU48BR6G,2017,3,19,0
IU48BR6G,2018,5,8,0
IU48BR6G,2017,5,14,0
IU48BR6G,2018,7,15,0
IU48BR6G,2017,4,12,0
A1Z0OX83,2017,9,19,0
EZKHHV14,2017,6,15,0
EZKHHV14,2018,6,3,0
EZKHHV14,2017,4,5,0
EZKHHV14,2018,5,6,0
EZKHHV14,2017,1,13,0
EZKHHV14,2018,11,10,0
I7S6CY55,2017,11,10,0
EZKHHV14,2017,11,3,0
N1AKJ8P5,2018,9,10,0
MP166CKE,2018,5,9,0
KDMK79D5,2017,9,12,0
TIEJG1VV,2018,6,6,0
R900Z5T0,2018,7,9,0
P5QS1G7H,2018,6,8,0
B7J9330W,2017,4,6,0
R900Z5T0,2017,11,10,0
A1Z0OX83,2018,12,17,0
B9NX9PQ8,2017,11,18,0
S4U1EIA6,2017,7,13,0
B9NX9PQ8,2016,12,17,0
S4U1EIA6,2018,2,9,0
B9NX9PQ8,2017,10,7,0
B9NX9PQ8,2017,4,18,0
KDMK79D5,2017,1,10,0
B9NX9PQ8,2017,12,6,0
B9NX9PQ8,2017,5,5,0
A1Z0OX83,2017,5,2,0
ZA6LC3PQ,2018,4,7,0
A1Z0OX83,2018,6,15,0
ZA6LC3PQ,2018,7,4,0
ZA6LC3PQ,2018,11,9,0
ZA6LC3PQ,2017,2,7,0
IH776VM6,2018,4,8,0
ZA6LC3PQ,2017,5,7,0
