D7HKXA7A,2018,5,15,0
ZA6LC3PQ,2017,4,14,0
RTH1CKX8,2017,10,10,0
ZA6LC3PQ,2016,12,7,0
ZA6LC3PQ,2018,12,3,0
ZA6LC3PQ,2018,10,7,0
ZA6LC3PQ,2017,8,14,0
ZA6LC3PQ,2018,5,15,0
KDMK79D5,2017,6,9,0
S4U1EIA6,2017,10,11,0
TIEJG1VV,2017,6,2,0
ZA6LC3PQ,2017,12,10,0
ZA6LC3PQ,2017,9,10,0
BFU3612O,2018,2,7,0
I7S6CY55,2017,3,9,0
EX7Z0O96,2018,7,18,0
BFU3612O,2018,7,8,0
R900Z5T0,2018,8,6,0
G84O86K6,2017,4,17,0
TIEJG1VV,2018,5,12,0
U588U7NL,2018,11,11,0
QP78W194,2017,8,11,0
QP78W194,2018,10,7,0
QP78W194,2017,4,7,0
SSOZVHVC,2016,12,10,0
QP78W194,2018,6,14,0
G84O86K6,2016,12,9,0
J76D1KXN,2018,10,4,0
QP78W194,2017,2,4,0
QP78W194,2017,11,7,0
QP78W194,2018,4,13,0
TIEJG1VV,2017,5,5,0
QP78W194,2017,9,9,0
QP78W194,2018,11,12,0
CANAR7J0,2017,7,11,0
IH776VM6,2017,9,9,0
QP78W194,2018,2,11,0
B7J9330W,2018,6,8,0
IH776VM6,2017,8,9,0
QP78W194,2017,6,10,0
QP78W194,2018,7,21,430.112
QP78W194,2018,9,25,430.112
OUUKAYY6,2017,3,22,400.251
OUUKAYY6,2018,5,45,400.251
S4U1EIA6,2017,8,8,0
C9C91B0D,2017,7,8,0
BFU3612O,2017,6,7,0
N1AKJ8P5,2018,12,3,0
J76D1KXN,2017,5,14,0
C9C91B0D,2018,3,19,0
J76D1KXN,2017,8,5,0
RTH1CKX8,2018,11,19,0
A1Z0OX83,2018,1,11,0
M221739X,2017,9,12,0
R900Z5T0,2018,1,10,0
N1AKJ8P5,2017,8,14,0
G84O86K6,2017,10,8,0
I7S6CY55,2017,7,10,0
A1Z0OX83,2017,12,5,0
J76D1KXN,2018,3,9,0
OUUKAYY6,2017,7,12,0
J76D1KXN,2018,8,13,0
OUUKAYY6,2017,6,30,400.251
H5WI3AD1,2017,7,21,429.565
SMZGG44P,2017,9,24,357.067
SMZGG44P,2018,11,30,357.067
RWPTI6LA,2018,10,21,412.352
OUUKAYY6,2018,3,5,0
U588U7NL,2018,1,9,0
OUUKAYY6,2017,10,6,0
OUUKAYY6,2018,1,17,0
OUUKAYY6,2018,8,4,0
U588U7NL,2017,6,9,0
OUUKAYY6,2018,11,8,0
OUUKAYY6,2018,2,8,0
OUUKAYY6,2017,8,6,0
OUUKAYY6,2017,12,12,0
C9C91B0D,2017,4,11,0
BFU3612O,2018,1,4,0
OUUKAYY6,2018,6,15,0
H5WI3AD1,2017,11,8,0
H5WI3AD1,2017,2,4,0
H5WI3AD1,2018,7,6,0
C9C91B0D,2018,8,8,0
H5WI3AD1,2017,10,16,0
H5WI3AD1,2017,12,7,0
H5WI3AD1,2018,2,4,0
CANAR7J0,2018,5,9,0
H5WI3AD1,2017,4,7,0
TIEJG1VV,2018,2,6,0
H5WI3AD1,2017,1,17,0
H5WI3AD1,2018,9,4,0
H5WI3AD1,2018,3,7,0
H5WI3AD1,2017,3,8,0
EX7Z0O96,2017,7,16,0
RTH1CKX8,2018,4,8,0
U588U7NL,2017,9,4,0
IH776VM6,2017,11,10,0
RTH1CKX8,2018,1,6,0
N1AKJ8P5,2017,1,15,0
M221739X,2018,8,8,0
R900Z5T0,2018,9,11,0
DZYW1HW9,2017,6,8,0
DZYW1HW9,2018,9,10,0
DZYW1HW9,2018,4,6,0
DZYW1HW9,2017,2,9,0
DZYW1HW9,2018,5,8,0
DZYW1HW9,2017,8,19,0
DZYW1HW9,2017,7,7,0
G84O86K6,2018,11,12,0
J76D1KXN,2018,1,20,0
EX7Z0O96,2018,10,7,0
CANAR7J0,2018,3,8,0
IH776VM6,2017,5,6,0
A1Z0OX83,2018,4,8,0
KDMK79D5,2018,9,12,0
S4U1EIA6,2018,12,3,0
S4U1EIA6,2017,11,8,0
B7J9330W,2018,5,11,0
II1530HN,2018,9,6,0
U588U7NL,2017,11,9,0
II1530HN,2017,7,12,0
II1530HN,2018,3,14,0
II1530HN,2017,6,16,0
II1530HN,2018,8,6,0
II1530HN,2018,10,8,0
G84O86K6,2017,9,18,0
II1530HN,2017,1,3,0
N1AKJ8P5,2018,8,8,0
S3Y181RS,2018,12,11,0
S4U1EIA6,2018,1,6,0
N44Q741F,2017,5,17,0
I7S6CY55,2017,6,13,0
U588U7NL,2018,8,14,0
G84O86K6,2017,6,7,0
MP166CKE,2018,7,8,0
N44Q741F,2018,1,9,0
N44Q741F,2017,2,17,0
N44Q741F,2017,9,5,0
N44Q741F,2018,8,14,0
N44Q741F,2018,12,10,0
WW59DL02,2018,2,29,487.229
WW59DL02,2017,8,24,487.229
UX8N109O,2017,8,21,115.577
GOC5ZI3H,2018,3,22,261.089
B0455B46,2017,7,27,442.643
CA6A5KC2,2017,8,24,166.577
I7S6CY55,2017,8,9,0
N44Q741F,2017,12,8,0
N44Q741F,2018,7,8,0
R900Z5T0,2017,5,7,0
DZYW1HW9,2017,11,23,392.229
II1530HN,2017,12,41,369.352
II1530HN,2018,11,25,369.352
II1530HN,2017,8,21,369.352
II1530HN,2017,2,29,369.352
N44Q741F,2018,11,36,350.956
JN24S7HA,2018,4,27,451.515
JN24S7HA,2017,4,27,451.515
I7S6CY55,2018,3,6,0
EX7Z0O96,2017,1,10,0
C9C91B0D,2017,8,10,0
A1Z0OX83,2017,7,16,0
IH776VM6,2017,6,11,0
JN24S7HA,2018,5,4,0
JN24S7HA,2018,3,10,0
JN24S7HA,2018,12,10,0
JN24S7HA,2017,9,9,0
JN24S7HA,2017,10,7,0
JN24S7HA,2017,1,7,0
JN24S7HA,2017,2,13,0
A1Z0OX83,2016,12,3,0
JN24S7HA,2017,6,18,0
B7J9330W,2018,4,11,0
JN24S7HA,2018,9,10,0
U588U7NL,2018,12,14,0
JN24S7HA,2017,3,9,0
S4U1EIA6,2017,9,8,0
JN24S7HA,2018,2,15,0
MP166CKE,2018,6,11,0
IH776VM6,2018,1,9,0
B7J9330W,2017,3,10,0
BFU3612O,2017,4,7,0
TKTO813P,2017,2,8,0
TKTO813P,2018,12,3,0
TKTO813P,2018,6,12,0
TKTO813P,2017,8,10,0
TKTO813P,2018,2,6,0
TKTO813P,2017,11,9,0
TKTO813P,2018,9,15,0
TKTO813P,2018,11,3,0
TKTO813P,2018,7,10,0
Y7GX6X3Y,2018,12,8,0
Y7GX6X3Y,2018,4,13,0
Y7GX6X3Y,2017,11,7,0
Y7GX6X3Y,2018,9,16,0
Y7GX6X3Y,2018,7,8,0
Y7GX6X3Y,2017,7,5,0
Y7GX6X3Y,2018,11,6,0
Y7GX6X3Y,2017,4,17,0
Y7GX6X3Y,2018,5,7,0
C4M7RYT5,2017,8,9,0
C4M7RYT5,2017,6,20,0
C4M7RYT5,2017,10,12,0
C4M7RYT5,2018,6,16,0
C4M7RYT5,2018,3,8,0
C4M7RYT5,2017,7,8,0
C4M7RYT5,2017,3,8,0
C4M7RYT5,2017,1,3,0
C4M7RYT5,2018,9,9,0
C4M7RYT5,2018,8,15,0
C4M7RYT5,2017,5,4,0
C4M7RYT5,2017,9,11,0
C4M7RYT5,2018,2,10,0
C4M7RYT5,2018,5,15,0
C4M7RYT5,2018,12,6,0
C4M7RYT5,2017,4,7,0
ZNE2S15V,2017,3,8,0
ZNE2S15V,2017,6,9,0
I2EPC281,2018,2,39,356.763
I2EPC281,2017,6,21,356.763
J3J343OM,2018,2,26,473.769
IU48BR6G,2017,10,29,558.898
ZT629SN7,2017,7,26,230.088
ZNE2S15V,2018,2,6,0
J3J343OM,2017,9,31,473.769
XZ3F3K96,2017,11,26,377.926
ZNE2S15V,2017,9,7,0
ZNE2S15V,2018,6,7,0
ZNE2S15V,2017,1,6,0
ZNE2S15V,2018,7,6,0
ZNE2S15V,2017,2,5,0
ZNE2S15V,2017,10,12,0
ZNE2S15V,2017,8,6,0
ZNE2S15V,2018,8,2,0
ZNE2S15V,2018,11,8,0
ZNE2S15V,2018,4,7,0
U15T3B58,2017,9,24,244.353
Q3U08259,2018,6,28,265.245
ZA0EGN20,2017,8,10,0
ZA0EGN20,2017,6,5,0
ZA0EGN20,2018,9,10,0
ZA0EGN20,2017,7,15,0
ZA0EGN20,2017,11,17,0
ZA0EGN20,2018,6,12,0
IU48BR6G,2017,12,9,0
ZT629SN7,2018,2,14,0
ZT629SN7,2018,11,8,0
ZT629SN7,2017,12,8,0
ZT629SN7,2018,6,7,0
ZT629SN7,2018,8,7,0
ZT629SN7,2017,6,17,0
ZT629SN7,2018,7,8,0
ZT629SN7,2017,3,8,0
ZT629SN7,2018,12,8,0
ZT629SN7,2018,1,13,0
ZT629SN7,2017,8,18,0
U15T3B58,2017,1,10,0
U15T3B58,2018,8,8,0
U15T3B58,2017,11,6,0
U15T3B58,2018,1,10,0
U15T3B58,2018,4,18,0
U15T3B58,2017,12,8,0
U15T3B58,2018,12,10,0
RL1F1900,2017,2,31,445.513
RL1F1900,2017,12,27,445.513
RL1F1900,2018,10,23,445.513
D7HKXA7A,2017,3,22,415.533
U15T3B58,2017,4,7,0
Q3U08259,2017,7,15,0
Q3U08259,2017,1,15,0
Q3U08259,2017,9,13,0
Q3U08259,2016,12,5,0
Q3U08259,2018,4,5,0
Q3U08259,2018,2,8,0
Q3U08259,2018,11,3,0
RL1F1900,2018,6,12,0
RL1F1900,2018,7,7,0
RL1F1900,2018,12,13,0
RL1F1900,2018,2,18,0
RL1F1900,2017,8,18,0
RL1F1900,2017,6,8,0
RL1F1900,2018,4,9,0
SMZGG44P,2018,12,8,0
SMZGG44P,2018,1,9,0
SMZGG44P,2018,3,15,0
SMZGG44P,2018,7,18,0
SMZGG44P,2017,10,7,0
SMZGG44P,2018,4,6,0
SMZGG44P,2017,11,8,0
SMZGG44P,2017,5,13,0
SMZGG44P,2018,10,10,0
SMZGG44P,2017,6,5,0
SMZGG44P,2018,2,9,0
SMZGG44P,2017,8,6,0
SMZGG44P,2017,7,15,0
SMZGG44P,2017,1,7,0
SMZGG44P,2018,5,6,0
RWPTI6LA,2017,6,8,0
RWPTI6LA,2018,5,6,0
RWPTI6LA,2017,7,8,0
RWPTI6LA,2017,4,10,0
RWPTI6LA,2017,8,5,0
RWPTI6LA,2018,12,14,0
RWPTI6LA,2017,5,16,0
RWPTI6LA,2018,4,8,0
RWPTI6LA,2017,9,8,0
RWPTI6LA,2018,7,11,0
RWPTI6LA,2018,9,5,0
RWPTI6LA,2017,1,11,0
D7HKXA7A,2017,12,8,0
WW59DL02,2017,7,10,0
WW59DL02,2017,6,7,0
WW59DL02,2018,6,14,0
WW59DL02,2018,10,7,0
WW59DL02,2017,12,9,0
WW59DL02,2018,11,11,0
WW59DL02,2017,2,9,0
WW59DL02,2018,3,11,0
UX8N109O,2018,12,12,0
UX8N109O,2018,7,8,0
UX8N109O,2018,9,4,0
UX8N109O,2018,6,13,0
T69K9A18,2017,3,26,370.294
R5V5BNMF,2018,4,21,405.854
R5V5BNMF,2017,11,25,405.854
QCO75924,2017,10,33,557.104
UX8N109O,2017,1,6,0
UX8N109O,2017,9,13,0
UX8N109O,2018,11,11,0
UX8N109O,2018,1,10,0
UX8N109O,2017,3,8,0
UX8N109O,2017,4,7,0
GOC5ZI3H,2018,12,1,0
GOC5ZI3H,2017,5,5,0
GOC5ZI3H,2017,9,10,0
GOC5ZI3H,2017,2,12,0
GOC5ZI3H,2018,7,19,0
GOC5ZI3H,2018,6,8,0
GOC5ZI3H,2017,7,8,0
GOC5ZI3H,2018,5,10,0
GOC5ZI3H,2018,9,8,0
GOC5ZI3H,2018,4,9,0
GOC5ZI3H,2018,1,10,0
B0455B46,2017,4,13,0
B0455B46,2017,2,4,0
B0455B46,2017,8,8,0
B0455B46,2018,1,19,0
B0455B46,2018,4,11,0
B0455B46,2018,8,10,0
B0455B46,2017,3,20,0
B0455B46,2017,1,9,0
B0455B46,2017,5,6,0
B0455B46,2018,10,11,0
B0455B46,2018,5,11,0
B0455B46,2017,6,6,0
B0455B46,2017,11,7,0
B0455B46,2018,6,10,0
B0455B46,2018,12,14,0
CA6A5KC2,2017,4,12,0
CA6A5KC2,2018,1,12,0
CA6A5KC2,2018,5,6,0
CA6A5KC2,2017,11,20,0
I2EPC281,2018,10,5,0
I2EPC281,2017,10,11,0
I2EPC281,2017,12,20,0
I2EPC281,2017,11,3,0
J3J343OM,2018,9,8,0
J3J343OM,2017,2,13,0
J3J343OM,2017,5,12,0
J3J343OM,2017,11,10,0
J3J343OM,2018,3,7,0
J3J343OM,2017,3,4,0
J3J343OM,2017,10,3,0
J3J343OM,2018,10,14,0
J3J343OM,2018,5,20,0
J3J343OM,2018,7,7,0
J3J343OM,2016,12,15,0
J3J343OM,2018,12,3,0
XZ3F3K96,2018,4,4,0
XZ3F3K96,2018,6,8,0
XZ3F3K96,2017,5,6,0
XZ3F3K96,2017,1,7,0
XZ3F3K96,2017,2,9,0
XZ3F3K96,2018,12,2,0
XZ3F3K96,2017,7,17,0
XZ3F3K96,2018,7,8,0
XZ3F3K96,2017,6,19,0
T69K9A18,2018,9,10,0
T69K9A18,2017,5,4,0
T69K9A18,2018,8,16,0
T69K9A18,2018,7,7,0
T69K9A18,2018,4,8,0
T69K9A18,2017,9,4,0
T69K9A18,2018,10,4,0
T69K9A18,2018,2,13,0
R5V5BNMF,2017,2,6,0
R5V5BNMF,2018,1,7,0
R5V5BNMF,2017,7,10,0
R5V5BNMF,2016,12,6,0
R5V5BNMF,2017,6,8,0
R5V5BNMF,2018,9,12,0
R5V5BNMF,2018,6,6,0
R5V5BNMF,2018,2,6,0
R5V5BNMF,2018,3,10,0
R5V5BNMF,2018,7,8,0
R5V5BNMF,2017,4,11,0
QCO75924,2017,7,18,0
QCO75924,2018,5,17,0
QCO75924,2018,2,11,0
QCO75924,2018,4,12,0
QCO75924,2018,7,8,0
QCO75924,2018,1,17,0
QCO75924,2018,12,13,0
QCO75924,2018,10,10,0
QCO75924,2017,6,7,0
QCO75924,2016,12,12,0
XO5EER3A,2018,9,5,0
XO5EER3A,2018,10,7,0
XO5EER3A,2018,12,13,0
XO5EER3A,2017,10,11,0
XO5EER3A,2017,4,18,0
XO5EER3A,2016,12,20,0
TXEV64YX,2018,5,11,0
TXEV64YX,2018,11,3,0
TXEV64YX,2017,4,4,0
TXEV64YX,2018,2,8,0
TXEV64YX,2017,12,17,0
TXEV64YX,2018,8,14,0
Y3L31C18,2018,12,2,0
Y3L31C18,2017,3,10,0
Y3L31C18,2018,5,12,0
Y3L31C18,2017,1,10,0
Y3L31C18,2017,9,6,0
Y3L31C18,2018,6,11,0
Y3L31C18,2018,11,19,0
Y3L31C18,2017,7,15,0
Y3L31C18,2017,12,9,0
Y3L31C18,2017,6,12,0
XO5EER3A,2018,5,33,571.44
TXEV64YX,2017,2,24,611.056
TXEV64YX,2017,6,26,611.056
TXEV64YX,2017,11,26,611.056
TXEV64YX,2017,9,28,611.056
Y3L31C18,2018,9,21,641.983
